Family,Oxygen,Carbon_Source,Proportion
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Enterobacteriaceae,Aerobic,Glucose,1
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Pseudomonadaceae,Aerobic,Glucose,0.972972972972973
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Pseudomonadaceae,Aerobic,Acetate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Enterobacteriaceae,Aerobic,Lactate,1
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Pseudomonadaceae,Aerobic,Lactate,0.959459459459459
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Enterobacteriaceae,Aerobic,Succinate,0.983050847457627
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
Pseudomonadaceae,Aerobic,Succinate,0.972972972972973
